id,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
ID12359,0.41,0.28,1.00,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
ID12360,0.37,0.12,0.00,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
ID12361,0.08,0.21,0.00,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12362,0.45,0.41,0.33,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
ID12363,0.45,0.29,0.00,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12364,0.86,0.71,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12365,0.10,0.24,0.00,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12366,0.06,0.22,0.33,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12367,0.82,0.49,0.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12368,0.61,0.44,0.00,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12369,0.92,0.51,0.00,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
ID12370,0.04,0.20,1.00,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
ID12371,1.00,0.96,0.67,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12372,0.90,0.88,0.00,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12373,0.37,0.14,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12374,0.27,0.40,0.33,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12375,0.49,0.38,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12376,0.00,0.07,0.00,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12377,0.57,0.41,0.33,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12378,0.14,0.30,0.33,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12379,0.96,0.33,0.00,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12380,0.45,0.55,0.33,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
ID12381,0.29,0.30,0.33,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
ID12382,0.00,0.18,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12383,0.94,0.85,0.33,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12384,0.51,0.59,1.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12385,0.08,0.15,1.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12386,0.14,0.08,0.00,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
ID12387,0.43,0.34,0.33,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12388,0.82,0.40,1.00,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12389,0.31,0.16,0.33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12390,0.69,0.55,0.33,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12391,0.10,0.15,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12392,0.53,0.59,0.00,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12393,0.67,0.71,0.67,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12394,0.16,0.27,0.00,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12395,0.49,0.30,0.00,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12396,0.33,0.47,0.00,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12397,0.73,0.34,0.67,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12398,0.00,0.06,0.67,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
ID12399,0.59,0.21,0.67,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12400,0.12,0.15,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12401,0.02,0.05,0.33,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12402,0.39,0.18,0.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12403,0.55,0.42,0.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12404,0.63,0.63,1.00,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12405,1.00,0.90,1.00,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12406,0.35,0.11,0.00,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12407,0.92,0.81,0.67,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12408,0.41,0.37,0.00,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12409,0.61,0.36,0.67,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12410,0.20,0.12,0.33,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12411,0.57,0.44,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12412,0.98,0.54,0.33,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12413,0.88,0.44,0.67,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12414,0.00,0.19,0.67,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12415,0.73,0.22,0.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12416,0.55,0.65,0.00,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12417,0.86,0.29,0.67,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
ID12418,0.55,0.56,0.33,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
ID12419,0.27,0.31,0.67,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
ID12420,0.43,0.29,0.00,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12421,0.71,0.57,0.67,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12422,0.35,0.31,0.00,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
ID12423,0.14,0.10,0.33,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12424,0.29,0.33,0.00,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
ID12425,0.37,0.40,0.00,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12426,0.12,0.08,0.00,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
ID12427,0.43,0.51,0.33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
ID12428,0.12,0.28,0.00,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12429,0.80,0.79,0.33,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
ID12430,0.18,0.23,1.00,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12431,0.98,0.82,1.00,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12432,0.00,0.11,0.67,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12433,0.31,0.42,0.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12434,0.61,0.22,0.67,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12435,0.10,0.28,0.33,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12436,0.53,0.37,0.33,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
ID12437,0.43,0.38,0.67,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
ID12438,0.96,0.57,0.33,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12439,0.86,0.56,0.67,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
ID12440,0.04,0.23,0.00,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12441,0.55,0.41,0.00,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12442,0.98,0.75,0.33,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12443,0.94,0.83,0.00,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12444,0.67,0.25,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12445,0.33,0.32,0.67,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12446,0.96,0.64,0.33,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
ID12447,0.65,0.60,0.00,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12448,0.98,0.69,0.00,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12449,0.92,0.57,0.00,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12450,0.71,0.33,0.33,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12451,0.31,0.45,0.00,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
ID12452,0.41,0.33,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12453,0.78,0.34,0.33,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12454,0.61,0.65,0.33,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12455,0.63,0.43,0.00,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12456,0.73,0.78,0.67,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1
ID12457,0.47,0.31,0.00,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12458,0.02,0.08,0.00,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12459,0.69,0.50,1.00,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
ID12460,0.69,0.31,0.33,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12461,0.94,0.80,0.67,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12462,0.78,0.26,1.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12463,0.78,0.42,0.67,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12464,0.02,0.13,0.00,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12465,0.78,0.80,0.33,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12466,0.18,0.21,0.67,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12467,0.84,0.43,0.33,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12468,0.78,0.74,0.00,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12469,0.06,0.11,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12470,0.94,0.50,1.00,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
ID12471,0.90,0.72,0.00,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12472,0.53,0.58,0.67,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12473,0.12,0.05,0.00,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
ID12474,0.69,0.40,0.00,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12475,1.00,0.73,0.67,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12476,0.47,0.27,0.00,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12477,0.82,0.49,0.33,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
ID12478,0.45,0.34,0.67,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
ID12479,0.02,0.22,0.00,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12480,0.04,0.08,1.00,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12481,0.78,0.37,0.00,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12482,0.57,0.47,0.67,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12483,0.24,0.17,0.33,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12484,0.45,0.51,0.33,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12485,0.37,0.38,0.00,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
ID12486,0.80,0.57,1.00,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
ID12487,0.63,0.18,0.00,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
ID12488,0.88,0.43,0.33,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
ID12489,0.22,0.17,0.00,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12490,0.61,0.19,0.00,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12491,0.78,0.68,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12492,0.45,0.30,0.00,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12493,0.82,0.57,1.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
ID12494,0.86,0.29,0.67,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12495,0.82,0.35,0.00,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
ID12496,1.00,0.32,1.00,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
ID12497,0.45,0.36,0.00,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12498,0.61,0.50,0.67,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12499,0.94,0.90,0.33,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12500,0.51,0.57,0.00,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
ID12501,0.33,0.25,0.00,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
ID12502,0.16,0.25,1.00,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
ID12503,0.61,0.58,0.00,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12504,0.35,0.27,0.00,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
ID12505,0.12,0.15,1.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12506,0.59,0.54,1.00,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12507,0.69,0.70,0.33,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12508,0.27,0.30,0.00,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12509,0.47,0.29,0.33,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12510,0.10,0.10,0.67,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
ID12511,0.18,0.23,0.33,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
ID12512,0.08,0.04,0.00,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12513,1.00,0.91,0.67,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12514,0.16,0.20,0.00,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
ID12515,0.82,0.71,0.00,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12516,0.18,0.26,0.00,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12517,0.37,0.13,0.33,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
ID12518,0.27,0.31,0.33,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12519,0.20,0.36,0.67,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
ID12520,0.80,0.29,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12521,0.94,0.76,0.00,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12522,0.63,0.63,0.33,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
ID12523,0.08,0.11,0.33,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12524,0.82,0.67,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12525,0.04,0.21,0.33,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
ID12526,0.53,0.44,0.00,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12527,0.96,0.43,1.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12528,0.71,0.47,0.67,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
ID12529,0.33,0.21,0.33,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12530,0.35,0.39,0.67,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12531,0.61,0.41,0.00,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12532,0.94,0.92,0.33,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
ID12533,0.57,0.20,0.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12534,0.49,0.40,0.00,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
ID12535,0.59,0.31,0.00,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12536,0.10,0.12,0.67,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
ID12537,0.35,0.20,0.00,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
ID12538,0.94,0.45,0.33,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
ID12539,0.00,0.12,0.33,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12540,0.02,0.18,0.33,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12541,0.45,0.42,0.33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
ID12542,0.59,0.68,0.00,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12543,0.51,0.54,0.00,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12544,0.41,0.49,0.00,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
ID12545,0.06,0.19,0.00,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12546,0.45,0.46,0.00,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12547,0.69,0.67,0.00,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
ID12548,0.35,0.44,0.67,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
ID12549,0.71,0.76,1.00,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
ID12550,0.41,0.50,0.00,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12551,0.49,0.41,1.00,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0
ID12552,0.51,0.58,0.00,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
ID12553,0.84,0.38,0.00,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12554,0.84,0.80,0.00,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12555,0.12,0.20,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12556,0.18,0.12,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12557,0.29,0.14,0.00,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12558,0.96,0.97,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12559,0.00,0.15,0.33,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12560,0.98,0.72,0.33,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
ID12561,0.47,0.32,0.00,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12562,0.94,0.34,0.00,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
ID12563,0.10,0.22,0.00,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
ID12564,0.22,0.18,0.67,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
ID12565,0.20,0.27,0.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12566,0.80,0.40,0.67,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12567,0.41,0.29,0.00,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0
ID12568,0.33,0.13,1.00,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12569,0.51,0.17,0.00,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12570,0.92,0.56,1.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
ID12571,0.90,0.63,0.00,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12572,0.67,0.35,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
ID12573,0.88,0.28,0.67,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12574,0.47,0.39,0.00,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
ID12575,0.27,0.30,0.33,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
ID12576,0.31,0.12,0.67,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12577,0.51,0.36,0.33,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
ID12578,0.45,0.39,0.00,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
ID12579,0.59,0.32,0.67,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
ID12580,0.57,0.66,0.33,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12581,0.24,0.11,0.67,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
ID12582,0.59,0.68,0.67,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12583,0.53,0.48,0.00,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ID12584,0.10,0.20,0.00,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12585,0.20,0.28,0.33,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12586,0.94,0.77,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
ID12587,0.35,0.29,0.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
ID12588,0.02,0.20,0.33,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
ID12589,0.18,0.15,1.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12590,0.18,0.26,0.67,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
ID12591,0.82,0.46,0.33,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
ID12592,0.57,0.21,0.33,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1
ID12593,0.88,0.39,0.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
ID12594,0.84,0.62,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12595,0.59,0.67,1.00,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12596,0.53,0.58,0.00,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
ID12597,0.65,0.62,0.67,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
ID12598,0.94,0.72,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
ID12599,0.67,0.67,0.00,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
ID12600,0.57,0.24,0.00,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
ID12601,0.43,0.39,1.00,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
ID12602,0.82,0.48,0.33,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
ID12603,0.29,0.37,0.00,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
ID12604,0.08,0.18,0.00,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
ID12605,0.92,0.94,0.33,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12606,0.35,0.41,0.00,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
ID12607,0.84,0.31,0.00,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
ID12608,0.08,0.11,0.00,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
ID12609,0.86,0.78,0.67,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
ID12610,0.10,0.11,0.67,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
ID12611,0.22,0.14,0.00,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
ID12612,0.53,0.19,1.00,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
ID12613,0.92,0.67,0.00,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ID12614,0.14,0.16,1.00,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
ID12615,0.39,0.50,0.00,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
ID12616,0.61,0.20,0.33,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
ID12617,0.35,0.26,0.00,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
ID12618,0.67,0.49,0.33,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
ID12619,0.18,0.29,1.00,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
